Kaupunginosa,Huoneisto,Talotyyppi,Neliömäärä,Velaton hinta,Euroa per neliö,Rakennusvuosi,Kerros,Hissi,Kunto,Energialuokka
Niemenranta,"3h,k,s,lasitett...",kt,"79,00",268000,3392,2014,4/8,on,hyvä,"B,2018"
Hervanta,"3h,k,s",kt,"64,00",152000,2375,2004,2/4,on,hyvä,"F,2013"
Linnainmaa,"3h, kt, kph/s, ...",kt,"62,50",195000,3120,2011,3/5,on,hyvä,
Ruotula,"3h,k,p",kt,"76,00",135000,1776,1966,3/3,ei, ,"D,2018"
Hakametsä,"3h,k,s",kt,"65,00",233000,3585,2011,5/6,on,hyvä,"B,2007"
Kaukajärvi,"2h, kk, kh/wc, ...",kt,"48,00",80000,1667,1966,2/3,ei,tyyd.,"E,2013"
Härmälä,"2h, k, vh, kph, s",kt,"52,50",174000,3314,2006,5/6,ei,hyvä,
Hervanta,"2h, k, kph/wc, ...",kt,"58,00",121000,2086,1974,5/6,on,hyvä,"G,2013"
Kaleva,"2h,kt,vh,p",kt,"37,00",173800,4697,2018,5/6,on, ,"C,2013"
Linnainmaa,"2h, k, s, kph, ...",kt,"53,00",110000,2075,2000,3/3,on,tyyd.,"F,2013"
Kaleva,2h+k,kt,"55,00",155000,2818,1942,3/4,ei, ,"F,2013"
Härmälä,"2h,k,s ",kt,"49,00",111000,2265,1982,2/2,ei, ,"E,2013"
Peltolammi,"2h, kt, kph/wc,...",kt,"36,00",125200,3478,2019,1/6,on,hyvä,
Lentävänniemi,"2h, k, kh, lasi...",kt,"62,50",112000,1792,1978,6/6,on,tyyd.,"D,2007"
Tesoma,"2h,kk",kt,"40,00",135000,3375,2018,4/8,on,hyvä,"C,2018"
Hyhky,"2h, k, kph, s, ...",kt,"56,00",158000,2821,2004,3/7,on,hyvä,"E,2013"
Kalkunvuori,"2h, k, wc/kph, ...",kt,"60,00",147000,2450,2007,4/5,on,hyvä,
Kaleva,h+tupak+p,kt,"45,00",155000,3444,2012,2/6,on,hyvä,"D,2013"
Koivistonkylä,2h+k+p,kt,"57,00",98000,1719,1975,1/3,ei, ,"D,2007"
Vehmainen,"2h,k",kt,"43,00",137600,3200,2019,3/4,on,hyvä,"C,2013"
Tammela,"1h, kk, kph/wc,...",kt,"33,50",139000,4149,1972,2/7,on,hyvä,
Hyhky,"1h, k, s, terassi",kt,"35,00",109000,3114,1986,1/2,ei,hyvä,
Keskusta,"1h,kk,p",kt,"29,50",149600,5071,1962,4/7,on,tyyd.,"D,2007"
Keskusta,"1h,kt,parvi",kt,"35,00",232000,6629,2018,4/6,on,hyvä,"C,2013"
Hervanta,"1h, kt, kph, la...",kt,"25,50",106900,4192,2019,6/8,on,hyvä,
Hervanta,2h+k+kph+p,kt,"62,00",105000,1694,1977,1/6,on,hyvä,"C,2007"
Hatanpää,"2h, kt",kt,"39,50",174700,4423,2019,3/7,on,hyvä,"C,2018"
Vehmainen,"2h,kt",kt,"42,00",134400,3200,2019,3/4,on,hyvä,"C,2013"
Tampella,"2h,kk,khh,kph,s,p",kt,"59,00",255000,4322,1999,7/8,on,hyvä,"D,2013"
Hervanta,"2h,k,kph,vh,las.p",kt,"60,00",77000,1283,1976,4/8,on,tyyd.,"F,2013"
Lamminpää,"2h,kk,s",kt,"38,00",72000,1895,1987,1/3,ei,hyvä,"G,2013"
Härmälänranta,"2h,kt",kt,"38,00",139126,3661,2018,1/7,ei,hyvä,"C,2018"
Hatanpää,"2h, kt",kt,"39,00",181700,4659,2019,2/7,ei,hyvä,"C,2018"
Lentävänniemi,"3h, k, kph/wc, ...",kt,"72,50",121000,1669,1979,1/3,on,hyvä,"F,2013"
Vuores,"2-3h, kt, kph, p",kt,"50,00",153000,3060,2018,2/6,on,hyvä,"C,2013"
Vehmainen,"3h,k,s",kt,"64,00",200025,3125,2019,2/4,on,hyvä,"C,2013"
Tesoma,"3h, k, kph/wc, ...",kt,"70,50",90000,1277,1969,3/3,ei,tyyd.,
Hervanta,"3h,k,kph,las.p",kt,"77,00",108000,1403,1978,5/5,on,hyvä,D
Keskusta," 3 h, avokeitti...",kt,"79,50",397000,4994,1980,4/8,on,hyvä,
Kaleva,3h+k+kh+p,kt,"66,00",205000,3106,1959,7/7,on, ,"F,2013"
Keskusta,"3h, k, ph, lasi...",kt,"73,00",260000,3562,1957,7/7,on,hyvä,F
Rantaperkiö,"3h,k,kph,parveke",kt,"68,00",135000,1985,1967,3/3,ei,hyvä,"D,2007"
Hervanta,"3h, k, lasitett...",kt,"74,50",73500,987,1974,7/7,on,huono,
Pyynikki,"3h, k, s, p",kt,"74,00",456500,6169,2018,10/10,on,hyvä,C
Tesoma,"2h,kk",kt,"41,00",144800,3532,2018,8/8,on,hyvä,C
Kaleva,2h+k,kt,"53,00",149000,2811,1960,4/6,on,tyyd.,D
Hervanta,"2 h, kt, kph, p...",kt,"39,50",136900,3466,2018,4/8,on,hyvä,C
Tesoma,"2h,kk",kt,"40,00",136300,3408,2018,5/8,on,hyvä,C
Vuores,"2h, kt",kt,"39,00",131000,3359,2018,3/6,on,hyvä,"C,2013"
Pyynikki,"2h,kk,kph",kt,"65,00",196000,3015,1906,1/7,on, ,E
Tesoma,3h+k+s+kph/wc+w...,kt,"74,00",259000,3500,2018,6/6,on,hyvä,
Härmälänranta,"3h,k,s,p,rp",kt,"68,00",249746,3673,2019,2/3,ei,hyvä,"C,2013"
Rantaperkiö,3h+k+kh,kt,"67,00",130000,1940,1965,1/2,ei, ,"D,2007"
Takahuhti,"3h, k, ph, s, e...",kt,"70,50",170000,2411,1985,1/3,ei,hyvä,F
Atala,"3h,k,s",kt,"71,00",164250,2313,2005,4/4,on, ,"B,2007"
Hervanta,"3h, k, s, vh, p",kt,"72,00",91000,1264,1985,5/8,on,hyvä,"F,2013"
Härmälä,"3h, k, wc/kph, ...",kt,"76,00",94000,1237,1975,3/3,ei,hyvä,"F,2013"
Uusikylä,"3h, k, kph, vh,...",kt,"72,50",117000,1614,1965,1/3,ei,hyvä,
Tesoma,3h+k+kph/wc+eri...,kt,"75,00",120000,1600,1974,1/3,ei,hyvä,
Pappila,"3h,kk,s",kt,"59,00",179700,3046,2001,1/2,ei, ,
Kaleva,"3h, k, kh, vh, p",kt,"82,50",208000,2521,1962,1/7,on,hyvä,"E,2013"
Keskusta,"3h, halli, k, p",kt,"96,00",340183,3544,1952,6/8,on,hyvä,"F,2013"
Keskusta,"3h, k, saunaos....",kt,"107,50",700000,6512,2016,7/7,on,hyvä,
Tesoma,"3h, k, kph, las...",kt,"65,50",86000,1313,1967,1/3,ei,tyyd.,"D,2007"
Hyhky,"3h, k, vh, kph,...",kt,"65,50",185000,2824,1986,2/2,ei,hyvä,"F,2013"
Kaleva,"2h,k",kt,"56,00",142200,2539,1962,3/3,ei, ,"D,2007"
Lapinniemi,"2h,k,kph,wc,s,v...",kt,"63,00",288000,4571,2004,6/9,on,hyvä,"E,2013"
Uusikylä,"2h,avok.",kt,"39,00",115000,2949,1970,3/3,ei,tyyd.,"D,2007"
Vehmainen,"2h,k",kt,"45,00",144625,3214,2019,4/4,on,hyvä,"C,2013"
Kaleva,2 h+ kk,kt,"51,00",165000,3235,1942,2/3,ei,hyvä,
Peltolammi,"2h, k, kh, vh j...",kt,"53,50",57000,1065,1970,3/3,ei,tyyd.,"D,2013"
Kaleva,"3h, k, kph, las.p",kt,"68,50",190000,2774,1957,3/4,ei,hyvä,"F,2013"
Rahola,"3h, k, s",kt,"69,00",199000,2884,2014,3/4,on,hyvä,"A,2007"
Onkiniemi,"3h, k, kph, las...",kt,"76,00",182000,2395,1974,2/3,ei, ,"G,2013"
Pyynikki,"3h, kirjastoh.,...",kt,"100,00",330000,3300,1925,2/2,ei,hyvä,
Hervanta,"3h, k, kph, vh, p",kt,"74,50",113000,1517,1979,7/8,on,hyvä,
Pappila,"3h,k,lasitettu ...",kt,"75,00",128500,1713,1968,1/4,on,tyyd.,"D,2007"
Hämeenpuisto,"3h, k, kph, s, ...",kt,"79,50",275000,3459,1984,1/7,on,hyvä,"F,2013"
Holvasti,"3h, k, kph, s, ...",kt,"70,50",135000,1915,2004,3/3,on,tyyd.,"D,2007"
Keskusta,2h+k+p,kt,"53,00",182000,3434,1974,3/8,on, ,"F,2013"
Hervanta,"2 h, k , s , p",kt,"50,00",168000,3360,2013,8/16,on,hyvä,B
Tesoma,"2h, k, p",kt,"61,00",99000,1623,1969,6/7,on,hyvä,"E,2013"
Härmälänranta,"2h,kt,s",kt,"45,00",164626,3658,2018,3/7,ei,hyvä,"C,2018"
Haapalinna,"2h,k,s,kph,wc,e...",kt,"62,00",145000,2339,1991,1/5,on,hyvä,"B,2013"
Kaleva,"2 h, k, s, p",kt,"59,00",182000,3085,1965,6/9,ei,hyvä,
Hatanpää,"2h, kt",kt,"39,50",176200,4461,2019,4/7,ei,hyvä,"C,2018"
Hatanpää,"2h, kt",kt,"39,50",185200,4689,2019,7/7,ei,hyvä,"C,2018"
Härmälänranta,"3h,k,s,p,rp",kt,"68,00",249746,3673,2019,2/3,ei,hyvä,"C,2013"
Tammela,"3h, k, vh, kph,...",kt,"70,00",220000,3143,1984,1/7,on, ,"F,2013"
Haapalinna,"3h,k,s,p",kt,"74,00",167500,2264,1983,3/3,on,hyvä,"C,2007"
Härmälä,"3h, k, kph, s, ...",kt,"107,00",217000,2028,1936,1/2,ei,hyvä,"G,2013"
Härmälänranta,"3h,k,s,p,rp",kt,"68,00",251000,3691,2019,2/3,ei,hyvä,"C,2013"
Tampella,"3h, k, wc, kph,...",kt,"77,50",241000,3110,1972,2/5,on,hyvä,"E,2013"
Hallila,"3 h, k, s, kph,...",kt,"74,50",146500,1966,1991,2/3,on,hyvä,"F,2013"
Lielahti,"3h, k, vh, p (l...",kt,"75,50",110000,1457,1974,3/3,on,tyyd.,"F,2013"
Hervanta,"3h, k, kph, vh,...",kt,"75,50",72000,954,1974,2/5,on,hyvä,"F,2013"
Hervanta,"3h, k, kph, p",kt,"71,00",92000,1296,1983,2/5,on,hyvä,"C,2007"
Tampella,"3h ,k, las.parv.",kt,"77,50",232000,2994,1972,1/5,on,hyvä,"E,2013"
Amuri,"3h,k,s",kt,"76,00",246000,3237,1985,5/8,on,tyyd.,"F,2013"
Pyynikki,"3h,k,s",kt,"81,00",480000,5926,2018,9/10,on,hyvä,
Multisilta,"3h,k,kph,vh:t",kt,"71,00",69000,972,1978,1/5,on, ,"B,2013"
Korkinmäki,"3h, k, kph, s, ...",kt,"69,00",190000,2754,1994,2/2,ei,hyvä,
Pyynikki,"3h, kt, s, p",kt,"60,00",357500,5958,2018,9/10,on,hyvä,C
Pyynikki,"3h, k, s, p, te...",kt,"81,00",475938,5876,2018,-1/10,on,hyvä,C
Hervanta,"3h, k, p (las.)",kt,"74,50",85000,1141,1979,4/8,on,hyvä,
Linnainmaa,"3h, k, wc/kph/s...",kt,"66,00",149150,2260,1999,2/4,on,hyvä,
Hervanta,"3h,k,kph,vh,las.p",kt,"73,00",115000,1575,1980,6/6,on,hyvä,"D,2013"
Haukiluoma,"3h, k, kph, s, p",kt,"60,50",155000,2562,2017,2/4,on,hyvä,
Korkinmäki,"3h,kt,kph,wc,vh",kt,"67,00",176000,2627,1994,1/2,ei,hyvä,"F,2013"
Kaukajärvi,"2h,k,kph,vh,las...",kt,"54,00",105000,1944,1966,2/3,ei,hyvä,"E,2013"
Vehmainen,"2h,k",kt,"43,00",135450,3150,2019,2/4,on,hyvä,"C,2013"
Nekala,"2h, k, kph",kt,"45,00",85500,1900,1952,1/2,ei,hyvä,
Lentävänniemi,"2h, kt, s, p",kt,"48,50",185900,3833,2019,1/5,on,hyvä,"C,2013"
Takahuhti,"2h,k,kph",kt,"52,00",121000,2327,1963,1/2,ei,hyvä,"G,2013"
Koivistonkylä,"2h, k, kph, vh,...",kt,"53,20",120000,2256,1961,4/4,on,hyvä,"F,2013"
Vehmainen,"2h,kt,s",kt,"45,00",155250,3450,2019,4/4,on,hyvä,"C,2013"
Linnainmaa,3h+k+kph+s+eril...,kt,"72,00",159000,2208,1980,2/3,ei,hyvä,"E,2013"
Härmälä,"3h,k,s,las.p",kt,"82,00",160000,1951,1982,2/2,ei,hyvä,"E,2013"
Hyhky,"3h, k, s, kph, vh",kt,"64,00",167000,2609,1983,1/2,ei,hyvä,"A,2007"
Ruotula,"3h, k, kph/wc, ...",kt,"76,00",158000,2079,1966,1/3,ei,hyvä,"D,2007"
Hervanta,3h+k+s,kt,"65,00",216500,3331,2007,7/8,on,hyvä,"E,2013"
Hervanta,"3h,k,kph,lasit.p",kt,"72,00",92000,1278,1980,1/6,on,hyvä,"E,2013"
Ruotula,"oh, k, 2 mh, kh...",kt,"76,00",139000,1829,1965,3/3,ei,hyvä,
Ikuri,"3h, kt, s, kph,...",kt,"71,00",204500,2880,2017,-1/1,ei,hyvä,C
Lentävänniemi,"3h,k,s",kt,"96,00",389000,4052,2018,1/6,on, ,C
Lentävänniemi,"3h, kt, s, p",kt,"78,50",341700,4353,2019,4/5,on,hyvä,"C,2013"
Kaleva,"3h, k, s, p",kt,"55,00",234300,4260,2018,2/6,on,hyvä,C
Pyynikki,3h+k+parveke,kt,"88,00",350000,3977,1906,5/7,on,hyvä,"E,2013"
Härmälänranta,"3h,kt,s",kt,"57,00",198750,3487,2018,5/7,ei,hyvä,"C,2018"
Annala,"3 h, k, kph, s,...",kt,"72,00",150000,2083,1989,1/3,on,hyvä,
Vuores,"3h, k, s, vh, l...",kt,"78,00",215000,2756,2014,2/5,on,hyvä,C
Hervanta,"3h,k,kph,wc,s,v...",kt,"85,00",110000,1294,1985,3/5,on,tyyd.,"F,2013"
Peltolammi,"3h, k, kph, wc,...",kt,"79,00",135000,1709,1992,2/2,ei,hyvä,"F,2013"
Keskusta,3h+k+kph,kt,"92,60",281000,3035,1923,3/4,on,hyvä,F
Tesoma,3h+k+kph+vh+p,kt,"73,00",71500,979,1969,1/3,ei,hyvä,"D,2018"
Härmälä,"3h, k, kph",kt,"66,00",116000,1758,1968,2/3,ei,hyvä,
Linnainmaa,"3h, k, kph, s, ...",kt,"77,00",176000,2286,1984,2/3,ei,hyvä,
Kaleva,"3h, kt, s, p",kt,"62,00",274000,4419,2017,6/8,on,hyvä,"C,2013"
Pyynikki,"3h,k,khh/kh,s,2...",kt,"109,00",295000,2706,1925,1/2,ei,hyvä,
Hallila,"3h, k, s, kph, ...",kt,"79,00",129000,1633,1991,3/6,on,hyvä,
Vehmainen,"3h,k,s",kt,"64,00",203200,3175,2019,3/4,on,hyvä,"C,2013"
Kaukajärvi,"3h, k, las.parv...",kt,"82,00",152500,1860,1967,1/3,ei,hyvä,"E,2013"
Kaleva,"3h,k",kt,"56,00",181000,3232,1958,1/4,ei,hyvä,"C,2007"
Hervanta,"3h, k, kph, vh, p",kt,"75,50",92000,1219,1981,1/3,ei,hyvä,"F,2013"
Lentävänniemi,"3h, kt, psh, vh, p",kt,"63,50",263840,4155,2019,6/6,on,hyvä,
Tampella,"3h, k, s/kph, w...",kt,"77,00",363000,4714,2003,6/6,on,hyvä,"E,2013"
Hervanta,"3h, k, s",kt,"82,00",116000,1415,1981,3/5,on,tyyd.,"F,2013"
Ristinarkku,"3h,k",kt,"62,00",208600,3365,2019,3/7,on,hyvä,"C,2013"
Lentävänniemi,"3h, kt, psh, vh, p",kt,"63,50",258060,4064,2019,5/6,on,hyvä,
Hallila,"3 h, k, s, kph,...",kt,"79,00",163000,2063,1991,5/5,on,hyvä,"B,2007"
Vehmainen,"2h,k",kt,"43,00",139750,3250,2019,4/4,on,hyvä,"C,2013"
Hervanta,"2h, kk, kph, vh",kt,"48,00",70000,1458,1977,3/6,on,tyyd.,
Härmälä,"2h, k, s, vh, p",kt,"53,00",169000,3189,2006,1/5,on,hyvä,D
Härmälänranta,"2h,kt,parvi",kt,"35,00",176250,5036,2018,6/7,ei,hyvä,"C,2018"
Härmälänranta,"2h,kt",kt,"36,00",146836,4079,2019,2/3,ei,hyvä,"C,2013"
Tampella,2h+kk+s+lasitet...,kt,"41,00",195000,4756,1999,6/8,on,hyvä,D
Tampella,3h+k+s+piha,kt,"75,00",341000,4547,2002,1/6,on,hyvä,E
Muotiala,3h+k+s+lasitett...,kt,"80,00",251000,3138,2011,2/2,ei,hyvä,"E,2013"
Kaleva,"3h, k, s, p",kt,"55,00",239000,4345,2018,3/6,on,hyvä,C
Kaleva,"3h, kk, kph, et",kt,"62,00",214000,3452,1954,5/7,on, ,"C,2007"
Kaukajärvi,"3h, k, ph, s, l...",kt,"67,50",170000,2519,2005,2/9,on,hyvä,E
Rantaperkiö,"3h, k, kph, p",kt,"67,00",131428,1962,1969,3/3,ei,hyvä,"F,2013"
Janka,"3h, k, s, las. p",kt,"76,00",176000,2316,1993,1/4,on,hyvä,"F,2013"
Peltolammi,3h+k+2xvh+parveke,kt,"68,00",115000,1691,1969,2/3,ei,hyvä,"D,2007"
Tesoma,3h+k+p,kt,"74,10",100000,1350,1966,2/3,on,tyyd.,
Santalahti,"3h, kt, kph/wc/...",kt,"63,50",294600,4639,2019,3/4,on,hyvä,C
Kalkku,"3h,k,kph,parveke",kt,"71,00",77000,1085,1968,1/3,ei,hyvä,"E,2013"
Haapalinna,"3h,k,s",kt,"79,00",167000,2114,1990,1/3,on,hyvä,"C,2013"
Kauppi,"3h, k, vh, wc, ...",kt,"77,50",196000,2529,1967,6/7,on,tyyd.,"F,2013"
Annala,"3h, k, s, p, vth",kt,"64,00",143000,2234,1998,2/4,on,hyvä,"F,2013"
Hervanta,3h+k+s+vh+parveke,kt,"75,00",188000,2507,2006,7/8,on,hyvä,"D,2013"
Lentävänniemi,"3h, kt, s, p",kt,"52,00",199900,3844,2019,1/5,on,hyvä,"C,2013"
Irjala,"3h, k, s, kph, ...",kt,"70,50",130000,1844,1982,1/3,ei,hyvä,"F,2013"
Linnainmaa,"3h,k,p,s",kt,"72,00",115000,1597,1980,2/3,ei,tyyd.,"E,2007"
Kaleva,"3h, avok.,kph,s...",kt,"64,50",222000,3442,2012,3/6,on,hyvä,"D,2013"
Hervanta,"3h, k, erill. w...",kt,"80,00",140794,1760,1987,1/3,ei, ,"C,2007"
Kaleva,"3h,k,p",kt,"56,00",155000,2768,1956,3/4,ei, ,"G,2013"
Peltolammi,"3h,k,kph,vh,las...",kt,"68,00",107000,1574,1968,2/3,on,hyvä,"B,2007"
Amuri,"3h, k, kph, eri...",kt,"79,00",244000,3089,1966,5/6,on,hyvä,"G,2013"
Härmälänranta,"3h,k,kph,s,wc,vh,p",kt,"83,00",255000,3072,2012,3/5,on,hyvä,"D,2013"
Keskusta,"3h, k, las.parv.",kt,"75,00",260000,3467,1963,5/7,on,hyvä,"F,2013"
Vehmainen,"2h,k",kt,"43,00",133300,3100,2019,1/4,on,hyvä,"C,2013"
Kaukajärvi,"2h,k,p",kt,"51,00",126000,2471,2004,2/5,on,hyvä,"F,2013"
Tammela,"2,k",kt,"57,00",170000,2982,1970,4/7,on,huono,"F,2013"
Uusikylä,"2h, kk, kh, las...",kt,"43,50",131000,3011,1973,1/2,ei,hyvä,"D,2007"
Lentävänniemi,"2h, kt, s, p",kt,"44,50",184700,4151,2019,3/5,on,hyvä,"C,2013"
Amuri,"2h, kk, wc/kph,...",kt,"49,00",188000,3837,1950,6/6,on,hyvä,
Onkiniemi,"2h, k,",kt,"58,00",127000,2190,1978,1/7,on, ,"F,2013"
Linnainmaa,2h+kt+s+kph+las...,kt,"43,00",149000,3465,2018,1/7,on,hyvä,
Iidesranta,"oh,mh,avokeitti...",kt,"47,50",155000,3263,1959,5/6,ei,tyyd.,
Rautaharkko,"3h,k,lasip",kt,"74,00",126000,1703,1969,2/3,ei, ,"F,2013"
Kalkku,"3h,k,s",kt,"79,00",110000,1392,1993,1/3,ei, ,"D,2013"
Lapinniemi,"3h,k,kph,s,parvi",kt,"88,00",440000,5000,1899,3/6,on,hyvä,
Hervanta,"3h,k,s,las.parveke",kt,"64,50",231000,3581,2014,16/16,on,hyvä,
Keskusta,"3h, k, kph/wc, ...",kt,"63,00",213000,3381,1962,3/6,on,hyvä,
Hervanta,"3h, k, kph/wc, ...",kt,"74,00",77000,1041,1977,3/8,on,hyvä,
Hervanta,"3h, k, kph, vh,...",kt,"77,50",149000,1923,1983,8/8,on,hyvä,
Lentävänniemi,"3h, kt, s, p",kt,"72,00",287800,3997,2019,4/5,on,hyvä,"C,2013"
Lentävänniemi,"3h, kt, s, p",kt,"68,00",301400,4432,2019,4/5,on,hyvä,"C,2013"
Tammela,"3h,k,p",kt,"72,00",220000,3056,1968,3/6,on, ,"D,2007"
Kaleva,"3h, k, kph, las...",kt,"54,50",167000,3064,1957,3/6,on,hyvä,
Hervanta,"3h, k, s, kph, ...",kt,"78,50",110000,1401,1980,1/6,on,hyvä,"F,2013"
Lentävänniemi,"3h, kt, s, p",kt,"78,50",321700,4098,2019,2/5,on,hyvä,"C,2013"
Hervanta,"3h, k, kh, vh, ...",kt,"77,50",94000,1213,1982,5/8,on,tyyd.,"G,2013"
Keskusta,"3h, k, s/kph/wc...",kt,"84,00",366944,4368,1952,8/8,on,hyvä,"F,2013"
Peltolammi,"3h,k,wc,kph,p",kt,"73,00",103000,1411,1967,2/6,on, ,"G,2007"
Tammela,"3h, k, kph/wc, ...",kt,"69,00",225000,3261,1976,2/7,on,hyvä,"E,2013"
Ristinarkku,"3h,k",kt,"62,00",208600,3365,2019,3/7,on,hyvä,"C,2013"
Ristinarkku,"3h,k",kt,"62,00",215900,3482,2019,4/7,on,hyvä,"C,2013"
Ristinarkku,"3h,k",kt,"62,00",198800,3206,2019,2/7,on,hyvä,"C,2013"
Kaleva,"2h,k,kph,p",kt,"50,00",146000,2920,1961,2/6,on,tyyd.,"F,2013"
Lentävänniemi,"2h, k, kph, s, p",kt,"56,50",145000,2566,2005,5/5,ei,hyvä,"F,2013"
Tammela,"3h,k,kph/wc,las...",kt,"75,50",265000,3510,1951,2/5,on,hyvä,
Hervanta,"3h,k,kph,vh,las.p",kt,"70,00",103000,1471,1974,4/8,on,tyyd.,"F,2013"
Lentävänniemi,"3h, kt",kt,"64,00",253609,3963,2019,4/6,on, ,"C,2013"
Ratina,2-3h+k+sauna+kp...,kt,"67,50",295000,4370,2011,2/9,on,hyvä,
Amuri,"3h, k, kph, p",kt,"72,00",237000,3292,1955,4/6,on,hyvä,"G,2013"
Tesoma,"3h, k, kh/wc, p",kt,"65,50",97000,1481,1967,5/5,on,hyvä,"D,2007"
Takahuhti,"3h,k,p",kt,"67,00",150000,2239,1970,3/3,ei,hyvä,"F,2013"
Niemenranta,"3h, k, kph, s, ...",kt,"76,00",205000,2697,2012,3/6,on,hyvä,"D,2013"
Hervanta,"3h,k,kph,s,wc,v...",kt,"80,00",105000,1313,1987,2/3,ei,tyyd.,"C,2007"
Ratina,"3h, k, rt, eril...",kt,"90,00",585000,6500,2009,4/5,on,hyvä,
Tampella,"3h,k,psh,s,lasi...",kt,"73,00",339000,4644,1999,5/8,on,hyvä,"D,2013"
Härmälä,"3h,k,kph,s,p",kt,"76,00",299000,3934,2002,1/5,on,hyvä,
Ratina,"3h, k, kph, wc,...",kt,"86,50",590000,6821,2010,4/5,on,hyvä,"F,2013"
Vehmainen,"3h,k,s",kt,"64,00",206375,3225,2019,4/4,on,hyvä,"C,2013"
Niemenranta,"3h, k, s",kt,"67,00",247000,3687,2017,4/6,on,hyvä,
Tesoma,"3h,k,p",kt,"75,00",121500,1620,1969,1/3,ei,hyvä,"E,2013"
Kalkku,"oh, k, 2 mh, vh...",kt,"69,50",119500,1719,1989,2/2,ei,hyvä,
Ratina,"3h,k,s,lasit.p",kt,"97,00",715000,7371,2011,7/8,on,hyvä,"E,2013"
Hatanpää,3h+k+s,kt,"78,00",219000,2808,2002,1/5,on,hyvä,"F,2013"
Härmälänranta,"3h, k, rt, vh, ...",kt,"110,00",482000,4382,2008,5/5,on,hyvä,"E,2013"
Irjala,"3h, k, p(lasite...",kt,"75,00",133000,1773,1982,2/3,ei,hyvä,"F,2013"
Hervanta,"3h, k, vh, lasi...",kt,"77,50",100000,1290,1983,1/8,on,hyvä,
Hervanta,"3h, k, kph",kt,"70,00",82000,1171,1976,6/7,on,hyvä,"E,2013"
Lentävänniemi,"3h,k,s",kt,"98,00",367000,3745,2018,1/6,on, ,C
Annala,3h+k+s+vh+parveke,kt,"80,00",133500,1669,1985,2/3,ei,hyvä,"E,2013"
Hervanta,"3h, k, kph, las...",kt,"75,50",95000,1258,1977,5/5,on,hyvä,
Kaleva,"3h,k",kt,"81,00",190000,2346,1965,6/9,on,tyyd.,"F,2013"
Vuores,"3h, k, s, lasit...",kt,"58,00",168000,2897,2015,6/7,on,hyvä,"C,2013"
Linnainmaa,3h+k+s+lasitett...,kt,"75,00",167000,2227,1979,3/5,on,hyvä,"F,2018"
Härmälänranta,"3h,k,s,p,rp",kt,"68,00",249746,3673,2019,2/3,ei,hyvä,"C,2013"
Härmälänranta,"3-4 h, kt, kph/...",kt,"70,50",290000,4113,2017,4/6,on,hyvä,
Tampella,"3h,kt,kph,s,wc,...",kt,"77,00",329000,4273,1999,6/7,on,hyvä,"F,2013"
Pyynikki,"3h,k,kh,p",kt,"86,00",256000,2977,1963,4/6,on, ,"F,2013"
Hervanta,"3h,k,kph,s,lasit.p",kt,"75,00",108000,1440,1988,1/3,ei,tyyd.,"F,2013"
Hervanta,"3h, k, kph, vh, p",kt,"75,50",115000,1523,1978,8/8,on,hyvä,"D,2007"
Kaakinmaa,3h+k+kph+wc+vh+...,kt,"68,00",210001,3088,1969,5/7,on,hyvä,"F,2013"
Hervanta,"3h,k,kph,s,wc,l...",kt,"76,00",150000,1974,1990,1/8,on,tyyd.,"E,2013"
Keskusta,"3h, k",kt,"111,00",460000,4144,1957,6/6,ei,hyvä,"D,2007"
Tesoma,"3 h, k, vh, wc,...",kt,"75,00",116000,1547,1971,2/3,ei,hyvä,"D,2018"
